date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:23	6129/6129	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:24%20GMT	https://lab.insightsecurity.com.br/tag/exploit/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/exploit/index.html	(from https://lab.insightsecurity.com.br/)
16:53:24	1705/1705	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a9-15627624980%22	https://lab.insightsecurity.com.br/assets/js/index.js?v=89ed80cff4	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/assets/js/index66a1.js	(from https://lab.insightsecurity.com.br/)
16:53:25	2660/2660	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a64-15627624980%22	https://lab.insightsecurity.com.br/assets/fonts/casper-icons.eot?v=1	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/assets/fonts/casper-icons3860.eot	(from https://lab.insightsecurity.com.br/assets/css/screen.css?v=89ed80cff4)
16:53:25	6269/6269	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:24%20GMT	https://lab.insightsecurity.com.br/tag/remote-code-execution/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/remote-code-execution/index.html	(from https://lab.insightsecurity.com.br/)
16:53:25	6209/6209	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:24%20GMT	https://lab.insightsecurity.com.br/tag/vulnerabilidade/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/vulnerabilidade/index.html	(from https://lab.insightsecurity.com.br/)
16:53:25	16640/16640	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:25%20GMT	https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/index.html	(from https://lab.insightsecurity.com.br/)
16:53:26	2580/2580	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22a14-15627624980%22	https://lab.insightsecurity.com.br/assets/fonts/casper-icons.woff?v=1	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/assets/fonts/casper-icons3860.woff	(from https://lab.insightsecurity.com.br/assets/css/screen.css?v=89ed80cff4)
16:53:26	6045/6045	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:26%20GMT	https://lab.insightsecurity.com.br/tag/app-tag/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/app-tag/index.html	(from https://lab.insightsecurity.com.br/)
16:53:26	2504/2504	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%229c8-15627624980%22	https://lab.insightsecurity.com.br/assets/fonts/casper-icons.ttf?v=1	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/assets/fonts/casper-icons3860.ttf	(from https://lab.insightsecurity.com.br/assets/css/screen.css?v=89ed80cff4)
16:53:26	6055/6055	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:26%20GMT	https://lab.insightsecurity.com.br/tag/mobile/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/mobile/index.html	(from https://lab.insightsecurity.com.br/)
16:53:27	6279/6279	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221887-15627624980%22	https://lab.insightsecurity.com.br/assets/fonts/casper-icons.svg?v=1	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/assets/fonts/casper-icons3860.svg	(from https://lab.insightsecurity.com.br/assets/css/screen.css?v=89ed80cff4)
16:53:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Nov%202017%2018:53:27%20GMT	http://lab.insightsecurity.com.br/robots.txt		(from https://lab.insightsecurity.com.br/)
16:53:27	6025/6025	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:26%20GMT	https://lab.insightsecurity.com.br/tag/bug/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/bug/index.html	(from https://lab.insightsecurity.com.br/)
16:53:27	6075/6075	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:26%20GMT	https://lab.insightsecurity.com.br/tag/brasilia/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/brasilia/index.html	(from https://lab.insightsecurity.com.br/)
16:53:27	6135/6135	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:27%20GMT	https://lab.insightsecurity.com.br/tag/academicototal/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/academicototal/index.html	(from https://lab.insightsecurity.com.br/)
16:53:28	15883/15883	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:28%20GMT	https://lab.insightsecurity.com.br/verificando-atualizacoes-do-processo-seletio-de-cabo-especialista-temporario-2016-2/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/verificando-atualizacoes-do-processo-seletio-de-cabo-especialista-temporario-2016-2/index.html	(from https://lab.insightsecurity.com.br/)
16:53:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Nov%202017%2018:53:28%20GMT	http://lab.insightsecurity.com.br/content/images/2017/10/phishruffus.png	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2017/10/phishruffus.d.delayed	(from https://lab.insightsecurity.com.br/phishruffus-intelligent-threat-hunter-and-phishing-servers/)
16:53:28	7439/7439	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:28%20GMT	https://lab.insightsecurity.com.br/tag/jh00nbr/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/jh00nbr/index.html	(from https://lab.insightsecurity.com.br/)
16:53:29	45417/45417	---M--	200	added ('OK')	image/png	etag:W/%22b169-15f5e4b19c8%22	https://lab.insightsecurity.com.br/content/images/2017/10/phishruffus.png	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2017/10/phishruffus.png	(from https://lab.insightsecurity.com.br/phishruffus-intelligent-threat-hunter-and-phishing-servers/)
16:53:29	7542/7542	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:29%20GMT	https://lab.insightsecurity.com.br/tag/python/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/python/index.html	(from https://lab.insightsecurity.com.br/)
16:53:29	7572/7572	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:29%20GMT	https://lab.insightsecurity.com.br/tag/scripting/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/scripting/index.html	(from https://lab.insightsecurity.com.br/)
16:53:29	6330/6330	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:29%20GMT	https://lab.insightsecurity.com.br/tag/parsing/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/parsing/index.html	(from https://lab.insightsecurity.com.br/)
16:53:29	6290/6290	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:29%20GMT	https://lab.insightsecurity.com.br/tag/bot/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/bot/index.html	(from https://lab.insightsecurity.com.br/)
16:53:29	6390/6390	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:29%20GMT	https://lab.insightsecurity.com.br/tag/beautifulsoup/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/beautifulsoup/index.html	(from https://lab.insightsecurity.com.br/)
16:53:30	219/219	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Nov%202017%2018:53:30%20GMT	http://insightl4b.disqus.com/embed.js	C:/Users/Patrick/Desktop/insightl4b/insightl4b.disqus.com/embed.10.delayed	(from https://lab.insightsecurity.com.br/phishruffus-intelligent-threat-hunter-and-phishing-servers/)
16:53:30	6310/6310	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:30%20GMT	https://lab.insightsecurity.com.br/tag/xpath/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/xpath/index.html	(from https://lab.insightsecurity.com.br/)
16:53:30	6300/6300	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:30%20GMT	https://lab.insightsecurity.com.br/tag/html/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/html/index.html	(from https://lab.insightsecurity.com.br/)
16:53:31	6340/6340	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:31%20GMT	https://lab.insightsecurity.com.br/tag/exercito/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/exercito/index.html	(from https://lab.insightsecurity.com.br/)
16:53:31	14992/14992	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:31%20GMT	https://lab.insightsecurity.com.br/consultando-resultado-de-banca-de-direcao-no-detran-df-com-python/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/consultando-resultado-de-banca-de-direcao-no-detran-df-com-python/index.html	(from https://lab.insightsecurity.com.br/)
16:53:31	6039/6039	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:31%20GMT	https://lab.insightsecurity.com.br/tag/getran/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/getran/index.html	(from https://lab.insightsecurity.com.br/)
16:53:31	6039/6039	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:31%20GMT	https://lab.insightsecurity.com.br/tag/detran/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/detran/index.html	(from https://lab.insightsecurity.com.br/)
16:53:32	6069/6069	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:32%20GMT	https://lab.insightsecurity.com.br/tag/detran-df/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/detran-df/index.html	(from https://lab.insightsecurity.com.br/)
16:53:32	14486/14486	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:32%20GMT	https://lab.insightsecurity.com.br/writeup-intercepted-conversations-pt-1-icectf-2016/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/writeup-intercepted-conversations-pt-1-icectf-2016/index.html	(from https://lab.insightsecurity.com.br/page/2/)
16:53:32	55186/55186	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Nov%202017%2018:53:32%20GMT	https://insightl4b.disqus.com/embed.js	C:/Users/Patrick/Desktop/insightl4b/insightl4b.disqus.com/embed.js	(from https://lab.insightsecurity.com.br/phishruffus-intelligent-threat-hunter-and-phishing-servers/)
16:53:32	6679/6679	---M--	200	added ('OK')	image/png	etag:W/%221a17-15bcc33cab0%22	https://lab.insightsecurity.com.br/content/images/2017/05/pagar-boleto-internet-banking-da-caixa.png	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2017/05/pagar-boleto-internet-banking-da-caixa.png	(from https://lab.insightsecurity.com.br/phishruffus-intelligent-threat-hunter-and-phishing-servers/)
16:53:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Nov%202017%2018:53:33%20GMT	http://lab.insightsecurity.com.br/content/images/2017/05/15123210_663154783862868_8320394031522452643_o.jpg	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2017/05/15123210_663154783862868_8320394031522452643_o.13.delayed	(from https://lab.insightsecurity.com.br/author/jhonathan_davi/)
16:53:33	5936/5936	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:32%20GMT	https://lab.insightsecurity.com.br/tag/writeup/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/writeup/index.html	(from https://lab.insightsecurity.com.br/page/2/)
16:53:33	5896/5896	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:33%20GMT	https://lab.insightsecurity.com.br/tag/ctf/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/ctf/index.html	(from https://lab.insightsecurity.com.br/page/2/)
16:53:33	5926/5926	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:33%20GMT	https://lab.insightsecurity.com.br/tag/icectf/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/icectf/index.html	(from https://lab.insightsecurity.com.br/page/2/)
16:53:36	5847/5847	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:34%20GMT	https://lab.insightsecurity.com.br/author/jhonathan_davi/page/2/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/author/jhonathan_davi/page/2/index.html	(from https://lab.insightsecurity.com.br/author/jhonathan_davi/)
16:53:36	5906/5906	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202017%2018:53:34%20GMT	https://lab.insightsecurity.com.br/tag/rtfm/	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/tag/rtfm/index.html	(from https://lab.insightsecurity.com.br/page/2/)
16:53:36	27804/27804	---M--	200	added ('OK')	image/png	etag:%22v6396%22	http://2.bp.blogspot.com/-xGy919BMJkM/Uo4h1tgpTyI/AAAAAAAAY5U/Kd9_6rKnQHw/s1600/Critical+vulnerability+in+JBoss+Application+Servers+enables+remote+Shell.png	C:/Users/Patrick/Desktop/insightl4b/2.bp.blogspot.com/-xGy919BMJkM/Uo4h1tgpTyI/AAAAAAAAY5U/Kd9_6rKnQHw/s1600/Critical%20vulnerability%20in%20JBoss%20Application%20Servers%20enables%20remote%20Shell.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:53:41	67245/67245	---M--	200	added ('OK')	image/jpeg	etag:W/%22106ad-15bcaa4c258%22	https://lab.insightsecurity.com.br/content/images/2017/05/15123210_663154783862868_8320394031522452643_o.jpg	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2017/05/15123210_663154783862868_8320394031522452643_o.jpg	(from https://lab.insightsecurity.com.br/author/jhonathan_davi/)
16:53:51	103674/103674	---M--	200	added ('OK')	image/png	etag:%222cf528b02a6ec496fbcc94bbe63a97aa%22	http://i.imgur.com/cmm0hZP.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/cmm0hZP.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:53:53	102332/102332	---M--	200	added ('OK')	image/png	etag:%229388228dfe216813eee913188dc586ba%22	http://i.imgur.com/fHu8kiW.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/fHu8kiW.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:53:58	25032/25032	---M--	200	added ('OK')	image/png	etag:%22f6265e0b72d6a0e65ecc6bbb7ab427c3%22	http://i.imgur.com/n9h8aCS.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/n9h8aCS.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:54:07	163749/163749	---M--	200	added ('OK')	image/png	etag:%22fb506db266cc44ed54f37b39a80f4a89%22	http://i.imgur.com/dvhr4rr.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/dvhr4rr.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:54:07	100385/100385	---M--	200	added ('OK')	image/png	etag:%224faae705d6263510e83dbd0027b15b3b%22	http://i.imgur.com/v5lF6ZP.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/v5lF6ZP.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:54:09	207658/207658	---M--	200	added ('OK')	image/png	etag:%22ac032ab8e6e5f298029c2c7cc84c8eb2%22	http://i.imgur.com/5mqrTjf.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/5mqrTjf.png	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:54:16	49043/49043	---M--	200	added ('OK')	image/png	etag:%22e0e6931d21211aeaac2dc68aa26bfb0f%22	http://i.imgur.com/uY5MQ6a.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/uY5MQ6a.png	(from https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/)
16:54:20	135484/135484	---M--	200	added ('OK')	image/jpeg	etag:W/%222113c-1594b25d640%22	https://lab.insightsecurity.com.br/content/images/2016/12/bug-bounty.jpg	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2016/12/bug-bounty.jpg	(from https://lab.insightsecurity.com.br/remote-command-execution-on-jboss-banking-hacking-caixa/)
16:54:20	24416/24416	---M--	200	added ('OK')	image/png	etag:%22de2164a6f2786bdb1927160be67ac2ac%22	http://i.imgur.com/JjCvJ9w.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/JjCvJ9w.png	(from https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/)
16:54:25	30362/30362	---M--	200	added ('OK')	image/png	etag:%221a848490c12c6ff008599b899246228b%22	http://i.imgur.com/IuvrDw8.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/IuvrDw8.png	(from https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/)
16:54:28	131032/131032	---M--	200	added ('OK')	image/png	etag:%2285f812a5aa2b50741de87bce86f614bc%22	http://i.imgur.com/bEGgWe3.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/bEGgWe3.png	(from https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/)
16:54:36	160/160	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Nov%202017%2018:54:26%20GMT	https://github.com/jh00nbr/bot_atualizacoes_eb_cet_2016/raw/master/tele_bot_img.png	C:/Users/Patrick/Desktop/insightl4b/github.com/jh00nbr/bot_atualizacoes_eb_cet_2016/raw/master/tele_bot_img.23.delayed	(from https://lab.insightsecurity.com.br/verificando-atualizacoes-do-processo-seletio-de-cabo-especialista-temporario-2016-2/)
16:54:40	13121/13121	---M--	200	added ('OK')	image/png	etag:%225020e1b90f044e6d16eb5e24f2798a65ceb62516%22	https://raw.githubusercontent.com/jh00nbr/bot_atualizacoes_eb_cet_2016/master/tele_bot_img.png	C:/Users/Patrick/Desktop/insightl4b/raw.githubusercontent.com/jh00nbr/bot_atualizacoes_eb_cet_2016/master/tele_bot_img.png	(from https://lab.insightsecurity.com.br/verificando-atualizacoes-do-processo-seletio-de-cabo-especialista-temporario-2016-2/)
16:54:43	204173/204173	---M--	200	added ('OK')	image/jpeg	etag:W/%2231d8d-15947995420%22	https://lab.insightsecurity.com.br/content/images/2016/12/exercito.jpg	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2016/12/exercito.jpg	(from https://lab.insightsecurity.com.br/school-hacking-vulnerabilidade-aplicativo-academico-total/)
16:54:43	29628/29628	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Nov%202017%2018:54:41%20GMT	https://gist.github.com/jh00nbr/ed8b1c753201663a09fab93d4c0352ec.js	C:/Users/Patrick/Desktop/insightl4b/gist.github.com/jh00nbr/ed8b1c753201663a09fab93d4c0352ec.js	(from https://lab.insightsecurity.com.br/consultando-resultado-de-banca-de-direcao-no-detran-df-com-python/)
16:54:49	34228/34228	---M--	200	added ('OK')	image/jpeg	etag:W/%2285b4-156c7db6338%22	https://lab.insightsecurity.com.br/content/images/2016/08/12920295_594488057375380_794576918817218602_n.jpg	C:/Users/Patrick/Desktop/insightl4b/lab.insightsecurity.com.br/content/images/2016/08/12920295_594488057375380_794576918817218602_n.jpg	(from https://lab.insightsecurity.com.br/consultando-resultado-de-banca-de-direcao-no-detran-df-com-python/)
16:54:52	37926/37926	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Nov%202017%2018:54:50%20GMT	https://gist.github.com/jh00nbr/639a20643d5330c60fb651800df677a8.js	C:/Users/Patrick/Desktop/insightl4b/gist.github.com/jh00nbr/639a20643d5330c60fb651800df677a8.js	(from https://lab.insightsecurity.com.br/writeup-intercepted-conversations-pt-1-icectf-2016/)
16:55:03	149262/149262	---M--	200	added ('OK')	image/png	etag:%226189da55f258d3c3ee9ba11f79797fea%22	http://i.imgur.com/GZ68TG7.png	C:/Users/Patrick/Desktop/insightl4b/i.imgur.com/GZ68TG7.png	(from https://lab.insightsecurity.com.br/writeup-intercepted-conversations-pt-1-icectf-2016/)
